Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Quarter,Profit_Margin_%
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Women's Apparel,57.0,131.0,747.0,231.0,Outlet,2021,10,4,30.923694779116467
Sports Direct,1197831,2021-05-02,South,Tennessee,Knoxville,Women's Apparel,30.0,219.0,657.0,407.0,Outlet,2021,5,2,61.948249619482496
West Gear,1128299,2021-01-16,West,California,San Francisco,Men's Apparel,65.0,775.0,50375.0,25188.0,Outlet,2021,1,1,50.00099255583127
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Men's Apparel,50.0,150.0,7500.0,1875.0,In-store,2021,2,1,25.0
Foot Locker,1185732,2021-06-06,Midwest,Illinois,Chicago,Men's Street Footwear,45.0,525.0,23625.0,9450.0,Outlet,2021,6,2,40.0
Sports Direct,1197831,2021-05-18,South,Tennessee,Knoxville,Women's Athletic Footwear,60.0,550.0,33000.0,18150.0,Outlet,2021,5,2,55.00000000000001
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Apparel,30.0,225.0,6750.0,2700.0,Online,2021,3,1,40.0
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women's Street Footwear,55.0,295.0,16225.0,4868.0,In-store,2021,11,4,30.003081664098612
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Street Footwear,39.0,209.0,815.0,375.0,Outlet,2021,8,3,46.012269938650306
Sports Direct,1197831,2021-03-24,South,Tennessee,Knoxville,Women's Street Footwear,30.0,475.0,14250.0,5700.0,Outlet,2021,3,1,40.0
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37.0,68.0,252.0,88.0,Outlet,2021,10,4,34.92063492063492
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Street Footwear,59.0,130.0,767.0,376.0,Online,2021,12,4,49.02216427640156
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,90.0,900.0,81000.0,24300.0,In-store,2021,7,3,30.0
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Men's Athletic Footwear,42.0,163.0,685.0,267.0,Outlet,2021,8,3,38.97810218978102
Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Men's Street Footwear,18.0,204.0,367.0,147.0,Outlet,2021,2,1,40.05449591280654
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.0,75.0,2250.0,900.0,In-store,2021,3,1,40.0
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Men's Street Footwear,44.0,117.0,515.0,268.0,Online,2021,11,4,52.038834951456316
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,250.0,13750.0,3438.0,Outlet,2021,5,2,25.00363636363636
West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Men's Apparel,41.0,58.0,238.0,105.0,Online,2021,2,1,44.11764705882353
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Women's Street Footwear,42.0,105.0,441.0,207.0,Online,2021,10,4,46.93877551020408
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Men's Apparel,35.0,250.0,8750.0,3063.0,Online,2021,2,1,35.005714285714284
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Apparel,66.0,198.0,1307.0,653.0,Outlet,2021,11,4,49.96174445294568
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Athletic Footwear,41.0,63.0,258.0,129.0,Online,2021,4,2,50.0
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,57.0,73.0,416.0,250.0,Online,2021,12,4,60.09615384615385
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Street Footwear,44.0,150.0,660.0,271.0,Outlet,2021,12,4,41.060606060606055
Foot Locker,1185732,2021-08-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,40.0,475.0,19000.0,6650.0,In-store,2021,8,3,35.0
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Men's Street Footwear,57.0,120.0,684.0,308.0,Online,2021,10,4,45.02923976608187
Foot Locker,1185732,2021-06-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,43.0,51.0,219.0,103.0,Online,2021,6,2,47.03196347031963
Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Street Footwear,75.0,700.0,52500.0,13125.0,Outlet,2021,12,4,25.0
West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Apparel,90.0,400.0,36000.0,14400.0,In-store,2021,6,2,40.0
West Gear,1128299,2021-01-09,West,California,San Francisco,Women's Athletic Footwear,59.0,210.0,1239.0,607.0,Online,2021,1,1,48.991121872477805
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Women's Street Footwear,27.0,101.0,273.0,109.0,Outlet,2021,1,1,39.92673992673993
Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27.0,91.0,246.0,113.0,Online,2021,6,2,45.9349593495935
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Street Footwear,48.0,150.0,720.0,274.0,Online,2021,6,2,38.05555555555556
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,39.0,65.0,254.0,137.0,Online,2021,6,2,53.937007874015755
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Apparel,70.0,475.0,33250.0,9975.0,Online,2021,8,3,30.0
Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Women's Athletic Footwear,26.0,68.0,177.0,74.0,Outlet,2021,2,1,41.80790960451977
West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Athletic Footwear,65.0,650.0,42250.0,14788.0,In-store,2021,6,2,35.00118343195267
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Street Footwear,85.0,850.0,72250.0,25288.0,In-store,2021,7,3,35.00069204152249
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Apparel,39.0,128.0,499.0,195.0,Outlet,2021,6,2,39.078156312625254
West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Street Footwear,19.0,195.0,371.0,174.0,Online,2021,4,2,46.900269541778975
Foot Locker,1185732,2021-06-11,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27.0,0.0,0.0,0.0,Online,2021,6,2,0.0
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Apparel,69.0,140.0,966.0,367.0,Online,2021,7,3,37.99171842650104
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Women's Apparel,35.0,175.0,6125.0,1838.0,In-store,2021,3,1,30.00816326530612
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,32.0,78.0,250.0,127.0,Online,2021,1,1,50.8
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15.0,250.0,3750.0,1500.0,Online,2021,9,3,40.0
Sports Direct,1197831,2021-08-17,South,Texas,Dallas,Men's Street Footwear,25.0,675.0,16875.0,5063.0,Outlet,2021,8,3,30.002962962962965
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.0,275.0,11000.0,3300.0,Online,2021,9,3,30.0
West Gear,1128299,2021-10-24,West,Oregon,Portland,Men's Athletic Footwear,50.0,142.0,710.0,327.0,Online,2021,10,4,46.056338028169016
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Street Footwear,55.0,550.0,30250.0,10588.0,Online,2021,4,2,35.001652892561985
Foot Locker,1185732,2021-11-30,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,39.0,56.0,218.0,103.0,Outlet,2021,11,4,47.24770642201835
West Gear,1128299,2021-01-20,West,California,San Francisco,Women's Street Footwear,51.0,248.0,1265.0,493.0,Outlet,2021,1,1,38.97233201581028
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Women's Apparel,50.0,73.0,365.0,193.0,Online,2021,9,3,52.87671232876713
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Men's Street Footwear,29.0,231.0,670.0,308.0,Outlet,2021,12,4,45.97014925373134
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,33.0,45.0,149.0,55.0,Outlet,2021,3,1,36.91275167785235
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,60.0,495.0,29700.0,10395.0,Online,2021,5,2,35.0
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,50.0,350.0,17500.0,6125.0,In-store,2021,12,4,35.0
Kohl's,1189833,2021-05-17,West,California,Los Angeles,Men's Apparel,56.0,174.0,974.0,663.0,Online,2021,5,2,68.06981519507187
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Apparel,55.0,125.0,6875.0,2406.0,Online,2021,5,2,34.99636363636364
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Men's Apparel,45.0,125.0,5625.0,1688.0,In-store,2021,2,1,30.00888888888889
Foot Locker,1185732,2021-06-14,Midwest,Illinois,Chicago,Women's Street Footwear,37.0,68.0,252.0,113.0,Online,2021,6,2,44.84126984126984
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Street Footwear,25.0,124.0,310.0,124.0,Online,2021,3,1,40.0
Foot Locker,1185732,2021-12-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,43.0,68.0,292.0,123.0,Outlet,2021,12,4,42.12328767123288
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Women's Street Footwear,60.0,600.0,36000.0,14400.0,Online,2021,11,4,40.0
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Athletic Footwear,48.0,123.0,590.0,207.0,Online,2021,1,1,35.08474576271187
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,325.0,14625.0,5119.0,Online,2021,9,3,35.001709401709405
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Athletic Footwear,29.0,20.0,58.0,31.0,Online,2021,1,1,53.44827586206896
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Athletic Footwear,46.0,155.0,713.0,285.0,Outlet,2021,12,4,39.97194950911641
Amazon,1185732,2021-02-19,Northeast,Vermont,Burlington,Women's Street Footwear,40.0,300.0,12000.0,3600.0,In-store,2021,2,1,30.0
Foot Locker,1185732,2021-12-24,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,60.0,175.0,10500.0,4200.0,Outlet,2021,12,4,40.0
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.0,51.0,230.0,108.0,Online,2021,11,4,46.95652173913044
Foot Locker,1185732,2021-12-28,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60.0,275.0,16500.0,5775.0,Outlet,2021,12,4,35.0
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Street Footwear,51.0,188.0,959.0,345.0,Online,2021,8,3,35.97497393117831
Foot Locker,1185732,2021-07-01,Midwest,Nebraska,Omaha,Women's Apparel,50.0,350.0,17500.0,8750.0,Outlet,2021,7,3,50.0
Sports Direct,1197831,2021-05-16,South,Tennessee,Knoxville,Men's Athletic Footwear,55.0,800.0,44000.0,19800.0,Outlet,2021,5,2,45.0
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Street Footwear,24.0,36.0,86.0,45.0,Online,2021,4,2,52.32558139534884
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men's Street Footwear,35.0,475.0,16625.0,5819.0,In-store,2021,2,1,35.001503759398496
Sports Direct,1197831,2021-04-06,South,Tennessee,Knoxville,Women's Athletic Footwear,27.0,142.0,383.0,230.0,Online,2021,4,2,60.052219321148826
Foot Locker,1128299,2021-12-22,West,Arizona,Phoenix,Men's Street Footwear,44.0,181.0,796.0,366.0,Online,2021,12,4,45.97989949748744
Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Men's Athletic Footwear,55.0,325.0,17875.0,6256.0,Online,2021,12,4,34.998601398601394
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Street Footwear,43.0,112.0,482.0,197.0,Outlet,2021,3,1,40.871369294605806
Kohl's,1189833,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,36.0,223.0,803.0,305.0,Outlet,2021,5,2,37.98256537982566
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,65.0,1050.0,68250.0,27300.0,Online,2021,7,3,40.0
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Street Footwear,23.0,136.0,313.0,125.0,Outlet,2021,1,1,39.936102236421725
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Women's Street Footwear,18.0,158.0,284.0,156.0,Online,2021,1,1,54.929577464788736
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,45.0,54.0,243.0,119.0,Online,2021,9,3,48.971193415637856
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,15.0,275.0,4125.0,1444.0,In-store,2021,3,1,35.00606060606061
Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Women's Apparel,75.0,425.0,31875.0,12750.0,In-store,2021,12,4,40.0
Sports Direct,1197831,2021-02-21,South,Mississippi,Jackson,Men's Athletic Footwear,25.0,350.0,8750.0,3063.0,Online,2021,2,1,35.005714285714284
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Men's Street Footwear,35.0,495.0,17325.0,6064.0,In-store,2021,3,1,35.001443001443
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39.0,44.0,172.0,89.0,Online,2021,5,2,51.74418604651163
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men's Street Footwear,51.0,149.0,760.0,403.0,Online,2021,7,3,53.026315789473685
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Street Footwear,13.0,90.0,117.0,48.0,Outlet,2021,10,4,41.02564102564102
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Men's Apparel,52.0,42.0,218.0,59.0,Online,2021,4,2,27.06422018348624
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Men's Street Footwear,49.0,131.0,642.0,270.0,Online,2021,8,3,42.05607476635514
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Women's Apparel,52.0,63.0,328.0,134.0,Online,2021,5,2,40.853658536585364
Kohl's,1189833,2021-05-09,West,California,Los Angeles,Women's Street Footwear,50.0,700.0,35000.0,14000.0,Outlet,2021,5,2,40.0
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275.0,8250.0,2888.0,In-store,2021,9,3,35.00606060606061
Sports Direct,1197831,2021-09-15,South,Alabama,Birmingham,Women's Athletic Footwear,46.0,119.0,547.0,389.0,Online,2021,9,3,71.11517367458866
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45.0,150.0,6750.0,2025.0,In-store,2021,3,1,30.0
West Gear,1128299,2021-06-24,West,Oregon,Portland,Women's Street Footwear,80.0,650.0,52000.0,18200.0,In-store,2021,6,2,35.0
Kohl's,1189833,2021-02-23,Midwest,Montana,Billings,Women's Athletic Footwear,44.0,105.0,462.0,240.0,Online,2021,2,1,51.94805194805194
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Men's Street Footwear,28.0,236.0,661.0,291.0,Outlet,2021,6,2,44.024205748865356
Kohl's,1189833,2021-03-04,Midwest,Montana,Billings,Men's Street Footwear,41.0,196.0,804.0,450.0,Online,2021,3,1,55.970149253731336
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Men's Apparel,50.0,225.0,11250.0,3375.0,In-store,2021,7,3,30.0
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Women's Apparel,73.0,88.0,642.0,296.0,Online,2021,11,4,46.10591900311526
West Gear,1128299,2021-03-23,West,Oregon,Portland,Men's Apparel,55.0,100.0,5500.0,2200.0,In-store,2021,3,1,40.0
Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Women's Athletic Footwear,26.0,112.0,291.0,137.0,Outlet,2021,3,1,47.07903780068728
Sports Direct,1197831,2021-09-12,South,Alabama,Birmingham,Men's Street Footwear,27.0,233.0,629.0,346.0,Outlet,2021,9,3,55.00794912559619
Kohl's,1189833,2021-04-08,West,California,Los Angeles,Men's Athletic Footwear,50.0,600.0,30000.0,7500.0,Outlet,2021,4,2,25.0
Kohl's,1189833,2021-01-29,Midwest,Montana,Billings,Women's Street Footwear,45.0,550.0,24750.0,11138.0,Outlet,2021,1,1,45.002020202020205
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Apparel,45.0,133.0,599.0,251.0,Online,2021,5,2,41.90317195325542
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Men's Athletic Footwear,46.0,190.0,874.0,367.0,Outlet,2021,8,3,41.99084668192219
Foot Locker,1185732,2021-02-15,Northeast,Maryland,Baltimore,Men's Athletic Footwear,40.0,225.0,9000.0,3150.0,In-store,2021,2,1,35.0
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,35.0,175.0,6125.0,2144.0,In-store,2021,4,2,35.00408163265306
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Men's Apparel,40.0,125.0,5000.0,1750.0,Online,2021,3,1,35.0
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Apparel,40.0,250.0,10000.0,3500.0,In-store,2021,3,1,35.0
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Athletic Footwear,24.0,116.0,278.0,128.0,Outlet,2021,5,2,46.043165467625904
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,128.0,768.0,307.0,Online,2021,5,2,39.97395833333333
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Men's Apparel,25.0,105.0,263.0,110.0,Outlet,2021,10,4,41.825095057034225
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women's Apparel,33.0,59.0,195.0,78.0,Online,2021,1,1,40.0
Kohl's,1189833,2021-05-05,West,California,Los Angeles,Men's Apparel,58.0,182.0,1056.0,707.0,Online,2021,5,2,66.95075757575758
Sports Direct,1197831,2021-08-25,South,Alabama,Birmingham,Men's Street Footwear,9.0,203.0,183.0,108.0,Online,2021,8,3,59.01639344262295
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Apparel,52.0,196.0,1019.0,408.0,Online,2021,8,3,40.03925417075565
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Athletic Footwear,80.0,500.0,40000.0,10000.0,Outlet,2021,12,4,25.0
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Men's Athletic Footwear,53.0,116.0,615.0,363.0,Online,2021,6,2,59.02439024390244
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34.0,87.0,296.0,133.0,Online,2021,3,1,44.932432432432435
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.0,350.0,8750.0,3063.0,Online,2021,1,1,35.005714285714284
Kohl's,1189833,2021-04-25,West,California,Los Angeles,Men's Street Footwear,41.0,238.0,976.0,498.0,Online,2021,4,2,51.02459016393443
Sports Direct,1197831,2021-09-25,South,Texas,Dallas,Women's Athletic Footwear,50.0,525.0,26250.0,13125.0,Outlet,2021,9,3,50.0
Sports Direct,1197831,2021-10-10,South,Texas,Dallas,Men's Street Footwear,38.0,181.0,688.0,378.0,Online,2021,10,4,54.94186046511628
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,36.0,167.0,601.0,325.0,Online,2021,5,2,54.0765391014975
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55.0,225.0,12375.0,3713.0,In-store,2021,10,4,30.004040404040406
West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35.0,125.0,4375.0,1313.0,In-store,2021,10,4,30.01142857142857
Foot Locker,1185732,2021-12-31,Northeast,Pennsylvania,Philadelphia,Men's Apparel,63.0,47.0,296.0,136.0,Online,2021,12,4,45.94594594594595
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,34.0,59.0,201.0,110.0,Online,2021,5,2,54.72636815920397
West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,46.0,332.0,1527.0,321.0,Outlet,2021,2,1,21.021611001964637
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,30.0,25.0,750.0,263.0,In-store,2021,3,1,35.06666666666667
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,70.0,550.0,38500.0,13475.0,In-store,2021,12,4,35.0
Kohl's,1189833,2021-01-03,Midwest,Montana,Billings,Men's Street Footwear,34.0,158.0,537.0,306.0,Online,2021,1,1,56.98324022346368
Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,Women's Apparel,42.0,142.0,596.0,388.0,Online,2021,6,2,65.1006711409396
West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,41.0,116.0,476.0,252.0,Online,2021,10,4,52.94117647058824
Kohl's,1189833,2021-01-22,Midwest,Montana,Billings,Men's Athletic Footwear,41.0,106.0,435.0,191.0,Online,2021,1,1,43.9080459770115
Sports Direct,1197831,2021-10-21,South,Texas,Dallas,Women's Apparel,54.0,256.0,1382.0,829.0,Outlet,2021,10,4,59.98552821997105
West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45.0,87.0,392.0,196.0,Online,2021,12,4,50.0
Kohl's,1189833,2021-01-28,Midwest,Montana,Billings,Men's Athletic Footwear,42.0,147.0,617.0,253.0,Online,2021,1,1,41.004862236628846
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Men's Apparel,42.0,156.0,655.0,301.0,Online,2021,1,1,45.954198473282446
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Street Footwear,55.0,750.0,41250.0,14438.0,Online,2021,7,3,35.00121212121212
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Apparel,25.0,275.0,6875.0,2750.0,Online,2021,2,1,40.0
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Women's Apparel,70.0,425.0,29750.0,10413.0,In-store,2021,5,2,35.00168067226891
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,50.0,300.0,15000.0,6000.0,In-store,2021,7,3,40.0
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Women's Apparel,55.0,375.0,20625.0,8250.0,Online,2021,6,2,40.0
Kohl's,1189833,2021-04-26,West,California,Los Angeles,Men's Athletic Footwear,50.0,800.0,40000.0,10000.0,Outlet,2021,4,2,25.0
Foot Locker,1185732,2021-02-18,Midwest,Michigan,Detroit,Men's Street Footwear,29.0,182.0,528.0,280.0,Online,2021,2,1,53.03030303030303
Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Women's Apparel,40.0,152.0,608.0,231.0,Outlet,2021,7,3,37.993421052631575
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,50.0,250.0,12500.0,5000.0,In-store,2021,11,4,40.0
Amazon,1185732,2021-11-03,Northeast,Maine,Portland,Men's Apparel,47.0,20.0,94.0,36.0,Online,2021,11,4,38.297872340425535
Sports Direct,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.0,70.0,385.0,212.0,Online,2021,10,4,55.064935064935064
West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women's Apparel,65.0,400.0,26000.0,10400.0,In-store,2021,12,4,40.0
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,60.0,300.0,18000.0,6300.0,Online,2021,12,4,35.0
Amazon,1185732,2021-02-22,Midwest,Ohio,Columbus,Men's Street Footwear,40.0,550.0,22000.0,8800.0,Online,2021,2,1,40.0
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Apparel,60.0,188.0,1128.0,711.0,Online,2021,6,2,63.03191489361703
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,43.0,74.0,318.0,156.0,Online,2021,2,1,49.056603773584904
Amazon,1185732,2021-02-19,Northeast,Vermont,Burlington,Men's Athletic Footwear,45.0,75.0,338.0,172.0,Online,2021,2,1,50.887573964497044
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,64.0,173.0,1107.0,587.0,Online,2021,5,2,53.02619692863595
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Women's Street Footwear,25.0,175.0,4375.0,1750.0,In-store,2021,4,2,40.0
Sports Direct,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Street Footwear,55.0,255.0,1403.0,856.0,Online,2021,12,4,61.01211689237348
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Women's Apparel,50.0,575.0,28750.0,15813.0,In-store,2021,9,3,55.00173913043478
Kohl's,1189833,2021-04-21,West,California,Los Angeles,Women's Street Footwear,50.0,750.0,37500.0,15000.0,Outlet,2021,4,2,40.0
Foot Locker,1185732,2021-07-14,Midwest,Nebraska,Omaha,Men's Street Footwear,36.0,94.0,338.0,183.0,Online,2021,7,3,54.142011834319526
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Apparel,75.0,600.0,45000.0,11250.0,Online,2021,6,2,25.0
Kohl's,1189833,2021-05-18,West,California,Los Angeles,Women's Apparel,65.0,650.0,42250.0,8450.0,Outlet,2021,5,2,20.0
Sports Direct,1197831,2021-09-16,South,Texas,Dallas,Men's Street Footwear,41.0,231.0,947.0,492.0,Online,2021,9,3,51.95353748680043
Sports Direct,1197831,2021-10-20,South,Texas,Dallas,Men's Apparel,58.0,158.0,916.0,458.0,Online,2021,10,4,50.0
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50.0,525.0,26250.0,10500.0,Online,2021,10,4,40.0
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Men's Apparel,45.0,325.0,14625.0,5119.0,Online,2021,5,2,35.001709401709405
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,41.0,81.0,332.0,166.0,Online,2021,7,3,50.0
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,38.0,87.0,331.0,165.0,Online,2021,6,2,49.848942598187314
Foot Locker,1185732,2021-07-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.0,325.0,14625.0,5119.0,Outlet,2021,7,3,35.001709401709405
Sports Direct,1197831,2021-09-19,South,Texas,Dallas,Women's Athletic Footwear,43.0,150.0,645.0,393.0,Online,2021,9,3,60.93023255813953
Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Men's Athletic Footwear,49.0,200.0,980.0,470.0,Online,2021,9,3,47.95918367346938
